ticker,company_name,sector,industry,market_cap,forward_pe,peg_ratio_clean,revenue_growth,earnings_growth,return_on_equity,debt_to_equity,beta,log_market_cap,growth_score,quality_score,revenue_growth_strong,earnings_growth_strong,roe_strong,low_debt,high_growth,return_5y
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11262238720.0,7.208271,,0.091,0.427,0.21326,69.729,1.295,23.144721260588458,0.518,2.0,0,1,1,0,False,0.3711184153423907
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,19997100032.0,23.593199,,-0.065,-0.085,0.32911,75.604,0.935,23.718853101637126,-0.15000000000000002,2.0,0,0,1,0,False,0.9442440940621952
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,15947634688.0,36.54722,,0.043,0.024,0.060939997,88.124,0.816,23.492576359819918,0.067,0.0,0,0,0,0,False,-0.0510535149243827
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,35127021568.0,14.638463,,0.137,-0.913,0.41548002,989.054,1.338,24.282236516510014,-0.776,2.0,0,0,1,0,True,3.898692758911772
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,15671327744.0,19.555874,,0.157,0.281,0.124239996,58.762,0.356,23.475098621377658,0.43800000000000006,0.0,0,1,0,0,False,1.1429129342822644
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,64430198784.0,11.828198,,-0.012,3.507,0.24193001,142.647,0.577,24.88884828537856,3.495,2.0,0,1,1,0,True,3.6970349669538463
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,63491584000.0,10.673012,,0.013,2427.284,0.15427,71.38,0.755,24.87417319864414,2427.297,2.0,0,1,1,0,False,1.4304911150942776
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,10912203776.0,18.04253,,0.015,-0.593,,,1.034,23.113147612451595,-0.578,0.0,0,0,0,0,False,-0.1794816161368696
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,33351837696.0,18.766098,,0.11,0.145,0.25676,13.411,0.928,24.23037871114823,0.255,2.0,0,0,1,0,False,0.1981996725892088
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,22301763584.0,13.335423,,0.005,-0.33,0.03911,81.007,1.054,23.827931596814615,-0.325,0.0,0,0,0,0,False,0.0013649563012132
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,31518269440.0,16.904709,,0.033,0.135,,,1.045,24.173833196907264,0.168,0.0,0,0,0,0,False,0.235271563203677
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,41545728000.0,11.743767,,-0.095,-0.222,0.13477,22.872,1.445,24.450060537101546,-0.317,0.0,0,0,0,0,False,0.5955868287037354
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,27877908480.0,9.910038,,0.114,-0.273,0.48672,254.692,1.332,24.0511004014092,-0.15900000000000003,2.0,0,0,1,0,False,0.3136311134161376
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,30118764544.0,9.550847,,0.038,-0.034,0.10217,62.679,0.728,24.128414221274568,0.003999999999999997,0.0,0,0,0,0,False,0.2793150305849636
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,14627739648.0,8.095364,,1.234,0.192,0.13193,75.28,1.629,23.40618553894828,1.426,2.0,1,0,0,0,True,5.137852807529028
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,81730609152.0,20.335583,,0.041,0.049,0.09646,69.283,1.278,25.12669442168294,0.09,0.0,0,0,0,0,False,0.7523391197695837
IONQ,"IonQ, Inc.",Technology,Computer Hardware,10559592448.0,-31.490881,,4.285,,-0.24400999,0.787,2.803,23.080300520635067,,3.5,1,0,0,1,False,1.6137806547289926
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,370546212864.0,28.5225,,0.18,-0.114,0.43526,206.67,1.519,26.6382440049839,0.06599999999999999,2.0,0,0,1,0,True,2.762305445097417
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,12259101696.0,19.979073,,-0.116,,0.06283,52.479,1.786,23.22953449372598,,0.0,0,0,0,0,False,-0.3677854875021648
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,15659641856.0,26.751152,,0.032,-0.068,0.055370003,78.678,1.051,23.474352657324175,-0.036000000000000004,0.0,0,0,0,0,False,0.4859193462929996
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,67038392320.0,18.8287,,-0.137,-0.359,0.12922,81.937,1.064,24.928531311940688,-0.496,0.0,0,0,0,0,False,1.4612952261088736
XYZ,"Block, Inc.",Technology,Software - Infrastructure,37584080896.0,13.100954,,0.036,-0.939,0.060100004,40.444,2.613,24.349846417292536,-0.9029999999999999,0.0,0,0,0,0,False,-0.7633479854257421
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,31602098176.0,19.723188,,-0.088,0.195,0.11337,147.125,0.533,24.176489353341356,0.10700000000000001,0.0,0,0,0,0,False,0.6421187463384002
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,401619124224.0,22.804934,,0.341,2.171,0.07082,6.359,1.963,26.718770024272303,2.512,2.0,1,1,0,0,False,1.9729481921165568
MMM,3M Company,Industrials,Conglomerates,79652839424.0,16.09974,,0.02,-0.199,0.75501,276.638,1.158,25.10094352144296,-0.17900000000000002,2.0,0,0,1,0,False,0.0934945589447469
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,54832136192.0,8.30941,,0.051,1.032,0.39518002,25.091,0.224,24.727542285898895,1.083,2.0,0,1,1,0,False,1.0383026157607822
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,584898445312.0,33.421116,,0.049,0.072,0.50458,23.916,1.382,27.09470407135288,0.121,2.0,0,0,1,0,False,1.4574147229576502
INTC,Intel Corporation,Technology,Semiconductors,316549595136.0,62.80446,,-0.041,,0.00022,37.282,1.349,26.480745764949788,,0.0,0,0,0,0,False,0.0081609730395657
AXP,American Express Company,Financial Services,Credit Services,216297144320.0,15.635802,,0.106,0.166,0.33992,190.921,1.133,26.099918967418827,0.272,2.0,0,0,1,0,False,1.2677377534276273
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,98103386112.0,17.235895,,-0.015,0.477,0.13946,34.103,1.473,25.30928771987412,0.46199999999999997,0.0,0,1,0,0,False,1.1378566905341123
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,28143116288.0,9.504606,,0.049,0.221,0.15158,7.819,0.976,24.06056862482527,0.27,2.0,0,0,1,0,False,-0.2149440899572526
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,53763870720.0,23.8074,,0.079,-0.208,0.10774,181.79,0.565,24.70786753058803,-0.129,0.0,0,0,0,0,False,1.782457564916576
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,89751617536.0,10.712135,,0.096,0.291,0.12158,,0.956,25.220311886848773,0.387,0.0,0,1,0,0,False,0.4755662046053781
IVZ,Invesco Ltd.,Financial Services,Asset Management,10556890112.0,7.986716,,0.062,,-0.01219,17.161,1.634,23.080044574976807,,0.0,0,0,0,0,False,0.1114702907863129
EIX,Edison International,Utilities,Utilities - Regulated Electric,29202814976.0,11.642682,,0.308,4.463,0.24103001,215.738,0.767,24.097530944896064,4.771,4.0,1,1,1,0,False,0.6101907369161301
MET,"MetLife, Inc.",Financial Services,Insurance - Life,48949059584.0,6.792241,,0.276,-0.342,0.12020001,225.974,0.733,24.614045993991702,-0.066,2.0,1,0,0,0,False,0.396855828110878
AAPL,Apple Inc.,Technology,Consumer Electronics,3843949854720.0,28.041162,,0.157,0.183,1.5202099,102.63,1.109,28.977521561873722,0.33999999999999997,2.0,0,0,1,0,False,1.0196630570062806
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,22994276352.0,14.853781,,0.051,-0.762,0.012560001,46.039,0.434,23.85851116768882,-0.711,0.0,0,0,0,0,False,-0.0055641074141304
